I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_449.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_449.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_449.jpg,0,1,0,2.812919
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_520.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_520.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_520.jpg,0,1,0,3.519997
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_587.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_587.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_587.jpg,0,1,0,4.226044
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_658.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_658.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_658.jpg,0,1,0,5.157716
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_729.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_729.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_729.jpg,0,1,0,5.851769
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_798.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_798.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_798.jpg,0,1,0,6.770905
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_869.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_869.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_869.jpg,0,1,0,7.682896
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_26_939.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_26_939.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_26_939.jpg,-0.15,1,0,8.357059
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_006.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_006.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_006.jpg,0,1,0,9.019141
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_074.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_074.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_074.jpg,0,1,0,9.911129
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_145.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_145.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_145.jpg,0,1,0,10.57711
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_215.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_215.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_215.jpg,0,1,0,11.5582
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_284.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_284.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_284.jpg,0,1,0,11.86779
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_354.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_354.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_354.jpg,0,1,0,13.01376
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_422.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_422.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_422.jpg,-0.15,1,0,13.71392
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_492.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_492.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_492.jpg,0,1,0,14.57585
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_562.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_562.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_562.jpg,0,1,0,14.97315
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_634.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_634.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_634.jpg,0,1,0,15.83329
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_702.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_702.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_702.jpg,0,1,0,16.69965
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_771.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_771.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_771.jpg,0,1,0,17.52634
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_838.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_838.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_838.jpg,0,1,0,17.9538
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_906.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_906.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_906.jpg,0,1,0,18.74751
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_27_975.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_27_975.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_27_975.jpg,0,1,0,19.55289
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_045.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_045.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_045.jpg,0,1,0,20.04262
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_113.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_113.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_113.jpg,0,1,0,20.86452
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_184.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_184.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_184.jpg,0,1,0,21.53755
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_252.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_252.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_252.jpg,0,1,0,22.32041
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_321.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_321.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_321.jpg,0,1,0,22.8835
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_390.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_390.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_390.jpg,0,1,0,23.67331
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_460.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_460.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_460.jpg,0,1,0,24.26269
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_528.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_528.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_528.jpg,0,1,0,24.83998
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_598.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_598.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_598.jpg,0,1,0,25.60806
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_666.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_666.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_666.jpg,-0.05,1,0,26.17923
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_735.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_735.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_735.jpg,-0.25,1,0,26.90394
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_803.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_803.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_803.jpg,0,1,0,27.46356
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_871.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_871.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_871.jpg,0,1,0,28.20932
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_28_939.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_28_939.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_28_939.jpg,0,1,0,28.76501
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_008.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_008.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_008.jpg,0,1,0,29.31745
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_077.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_077.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_077.jpg,0,1,0,30.04893
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_145.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_145.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_145.jpg,-0.1,1,0,30.18751
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_214.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_214.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_214.jpg,-0.3,1,0,30.16949
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_283.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_283.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_283.jpg,0,1,0,30.18885
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_350.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_350.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_350.jpg,0,1,0,30.19007
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_420.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_420.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_420.jpg,0,1,0,30.19022
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_488.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_488.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_488.jpg,0,1,0,30.19035
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_554.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_554.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_554.jpg,0,1,0,30.19029
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_621.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_621.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_621.jpg,-0.15,1,0,30.18458
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_689.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_689.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_689.jpg,0,1,0,30.18472
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_758.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_758.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_758.jpg,0,1,0,30.1899
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_826.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_826.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_826.jpg,0,1,0,30.19009
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_897.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_897.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_897.jpg,0,1,0,30.19025
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_29_967.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_29_967.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_29_967.jpg,0,1,0,30.1903
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_038.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_038.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_038.jpg,-0.15,1,0,30.18473
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_109.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_109.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_109.jpg,0,1,0,30.18972
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_179.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_179.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_179.jpg,0,1,0,30.19012
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_249.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_249.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_249.jpg,0,1,0,30.19029
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_320.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_320.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_320.jpg,0,1,0,30.1903
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_392.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_392.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_392.jpg,0,1,0,30.19016
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_461.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_461.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_461.jpg,0,1,0,30.1903
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_531.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_531.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_531.jpg,0,1,0,30.19031
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_602.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_602.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_602.jpg,0,1,0,30.1903
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_673.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_673.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_673.jpg,-0.15,1,0,30.18422
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_744.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_744.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_744.jpg,-0.3,1,0,30.16924
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_814.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_814.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_814.jpg,0,1,0,30.1899
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_885.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_885.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_885.jpg,0,1,0,30.07506
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_30_955.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_30_955.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_30_955.jpg,0,1,0,30.15031
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_025.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_025.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_025.jpg,0,1,0,30.19567
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_092.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_092.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_092.jpg,0,1,0,30.08506
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_160.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_160.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_160.jpg,0,1,0,30.21538
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_228.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_228.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_228.jpg,0,1,0,30.18612
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_295.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_295.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_295.jpg,0,1,0,30.18907
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_364.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_364.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_364.jpg,0,1,0,30.18967
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_431.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_431.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_431.jpg,0,1,0,30.18991
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_501.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_501.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_501.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_572.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_572.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_572.jpg,0,1,0,30.18996
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_639.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_639.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_639.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_707.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_707.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_707.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_774.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_774.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_774.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_842.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_842.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_842.jpg,0,1,0,30.18996
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_910.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_910.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_910.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_31_980.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_31_980.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_31_980.jpg,0,1,0,30.18991
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_051.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_051.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_051.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_117.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_117.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_117.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_185.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_185.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_185.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_255.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_255.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_255.jpg,0,1,0,30.18992
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_323.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_323.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_323.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_392.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_392.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_392.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_461.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_461.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_461.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_533.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_533.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_533.jpg,0,1,0,30.18993
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_604.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_604.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_604.jpg,0,1,0,30.18992
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_677.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_677.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_677.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_750.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_750.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_750.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_822.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_822.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_822.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_894.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_894.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_894.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_32_961.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_32_961.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_32_961.jpg,0,1,0,30.18994
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_031.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_031.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_031.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_098.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_098.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_098.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_166.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_166.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_166.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_233.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_233.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_233.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_299.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_299.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_299.jpg,0,1,0,30.18995
I:\DRIVE_DATA\IMG\center_2023_04_06_18_49_33_371.jpg,I:\DRIVE_DATA\IMG\left_2023_04_06_18_49_33_371.jpg,I:\DRIVE_DATA\IMG\right_2023_04_06_18_49_33_371.jpg,0,1,0,30.18993
